,Km,EngSize,Hp,Fuel Consumption,Price,Age,Fiat,Ford,Renault,Toyota,Volkswagen,Manuel,Automatic,Semi-Automatic,Benzin,Diesel,Hybrid,Benzin&LPG
5089,260000,1595,100,7.9,140000,24,0,0,0,0,1,1,0,0,1,0,0,0
5090,265000,1422,75,4.5,216000,19,0,0,0,0,1,1,0,0,0,1,0,0
5091,54250,1197,90,4.7,568500,6,0,0,0,0,1,0,0,1,1,0,0,0
5092,58000,1197,90,4.7,596000,9,0,0,0,0,1,0,0,1,1,0,0,0
5093,225000,1598,75,8.6,203500,24,0,0,0,0,1,0,1,0,0,0,0,1
5094,51628,999,95,4.6,680000,6,0,0,0,0,1,0,0,1,1,0,0,0
5095,160000,1390,85,5.9,380000,10,0,0,0,0,1,1,0,0,1,0,0,0
5096,145000,1390,80,6.4,275000,17,0,0,0,0,1,1,0,0,1,0,0,0
5097,84500,1422,90,3.4,510000,6,0,0,0,0,1,1,0,0,0,1,0,0
5098,170000,1390,80,6.3,332500,15,0,0,0,0,1,1,0,0,0,0,0,1
5099,100000,1390,85,5.8,412000,10,0,0,0,0,1,0,0,1,1,0,0,0
5100,325600,1199,75,3.8,269000,9,0,0,0,0,1,1,0,0,0,1,0,0
5101,140000,1422,75,3.6,455000,8,0,0,0,0,1,1,0,0,0,1,0,0
5102,83000,1197,90,4.7,539000,6,0,0,0,0,1,0,0,1,1,0,0,0
5103,124000,1198,70,5.5,350000,12,0,0,0,0,1,1,0,0,1,0,0,0
5104,278000,1390,100,6.7,180000,23,0,0,0,0,1,1,0,0,0,0,0,1
5105,290000,1390,100,6.9,255000,19,0,0,0,0,1,1,0,0,0,0,0,1
5106,119000,1390,85,5.9,405000,10,0,0,0,0,1,1,0,0,0,0,0,1
5107,186000,1390,85,5.9,390000,10,0,0,0,0,1,1,0,0,1,0,0,0
5108,280000,1598,75,7.1,170000,26,0,0,0,0,1,1,0,0,0,0,0,1
5109,244000,1598,75,6.9,132000,26,0,0,0,0,1,1,0,0,1,0,0,0
5110,287000,1199,75,3.8,297000,11,0,0,0,0,1,1,0,0,0,1,0,0
5111,205000,1598,75,6.9,155000,26,0,0,0,0,1,1,0,0,1,0,0,0
5112,286000,1598,75,6.9,145000,26,0,0,0,0,1,1,0,0,0,0,0,1
5113,239000,1598,75,8.6,159000,26,0,0,0,0,1,0,1,0,0,0,0,1
5114,176500,1598,105,4.2,388000,9,0,0,0,0,1,1,0,0,0,1,0,0
5115,225000,1390,85,5.9,274500,13,0,0,0,0,1,1,0,0,0,0,0,1
5116,176190,1422,90,3.5,435000,7,0,0,0,0,1,0,0,1,0,1,0,0
5117,16800,999,95,5.1,689000,2,0,0,0,0,1,1,0,0,1,0,0,0
5118,105000,1422,90,3.5,455000,6,0,0,0,0,1,0,0,1,0,1,0,0
5119,160000,1199,75,3.4,335000,9,0,0,0,0,1,1,0,0,0,1,0,0
5120,325000,1598,90,4.2,285000,12,0,0,0,0,1,1,0,0,0,1,0,0
5121,220000,1390,100,6.7,170000,22,0,0,0,0,1,1,0,0,0,0,0,1
5122,92000,1390,75,7.7,335500,17,0,0,0,0,1,0,1,0,1,0,0,0
5123,205000,1598,90,4.2,415000,10,0,0,0,0,1,1,0,0,0,1,0,0
5124,330000,1595,100,7.9,185000,24,0,0,0,0,1,1,0,0,0,0,0,1
5125,195000,1595,100,7.9,157000,24,0,0,0,0,1,1,0,0,0,0,0,1
5126,254000,1595,100,7.9,160000,24,0,0,0,0,1,1,0,0,0,0,0,1
5127,116000,1390,85,5.9,423000,10,0,0,0,0,1,1,0,0,1,0,0,0
5128,368072,1598,75,8.6,175000,24,0,0,0,0,1,0,1,0,0,0,0,1
5129,91000,1197,90,4.7,520000,7,0,0,0,0,1,0,0,1,1,0,0,0
5130,176000,1422,90,3.5,440000,9,0,0,0,0,1,0,0,1,0,1,0,0
5131,108500,1390,85,5.9,365000,11,0,0,0,0,1,1,0,0,1,0,0,0
5132,220000,1390,75,6.6,240000,17,0,0,0,0,1,1,0,0,0,0,0,1
5133,128000,1598,90,4.3,350000,10,0,0,0,0,1,0,0,1,0,1,0,0
5134,98400,1422,75,3.6,415000,7,0,0,0,0,1,1,0,0,0,1,0,0
5135,271000,1198,70,5.5,285000,11,0,0,0,0,1,1,0,0,1,0,0,0
5136,270000,1595,100,7.9,190000,23,0,0,0,0,1,1,0,0,0,0,0,1
5137,127000,1198,70,5.5,395000,11,0,0,0,0,1,1,0,0,1,0,0,0
5138,260000,1598,75,6.9,145000,25,0,0,0,0,1,1,0,0,1,0,0,0
5139,134700,1598,90,4.3,425000,11,0,0,0,0,1,0,0,1,0,1,0,0
5140,130000,1199,75,3.8,346000,12,0,0,0,0,1,1,0,0,0,1,0,0
5141,173000,1199,75,3.8,308000,11,0,0,0,0,1,1,0,0,0,1,0,0
5142,222222,1595,100,7.4,144000,26,0,0,0,0,1,1,0,0,0,0,0,1
5143,74000,1390,85,5.8,327500,11,0,0,0,0,1,0,0,1,1,0,0,0
5144,112000,1598,90,4.3,445900,11,0,0,0,0,1,0,0,1,0,1,0,0
5145,152000,1198,70,5.5,330500,11,0,0,0,0,1,1,0,0,1,0,0,0
5146,76000,1390,75,6.6,324500,17,0,0,0,0,1,1,0,0,1,0,0,0
5147,109000,1390,80,6.3,350000,11,0,0,0,0,1,1,0,0,1,0,0,0
5148,100000,1422,75,3.6,347500,8,0,0,0,0,1,1,0,0,0,1,0,0
5149,102000,1422,90,3.5,507000,8,0,0,0,0,1,0,0,1,0,1,0,0
5150,121000,1197,90,4.7,485000,8,0,0,0,0,1,0,0,1,1,0,0,0
5151,213000,1598,90,4.2,322000,11,0,0,0,0,1,1,0,0,0,1,0,0
5152,210000,1390,75,6.2,182000,22,0,0,0,0,1,1,0,0,0,0,0,1
5153,137000,1598,90,4.2,442000,10,0,0,0,0,1,1,0,0,0,1,0,0
5154,149000,1422,70,4.5,288750,15,0,0,0,0,1,1,0,0,0,1,0,0
5155,195000,1199,75,3.8,363000,11,0,0,0,0,1,1,0,0,0,1,0,0
5156,278000,1598,75,8.6,175000,23,0,0,0,0,1,0,1,0,0,0,0,1
5157,119000,1598,90,4.2,378000,11,0,0,0,0,1,1,0,0,0,1,0,0
5158,150000,1390,85,5.9,363000,13,0,0,0,0,1,1,0,0,1,0,0,0
5159,250000,1390,75,6.6,274000,18,0,0,0,0,1,1,0,0,0,0,0,1
5160,37130,999,95,4.6,655000,6,0,0,0,0,1,0,0,1,1,0,0,0
5161,218500,1598,75,7.1,180000,23,0,0,0,0,1,1,0,0,0,0,0,1
5162,94000,1598,95,3.9,574900,5,0,0,0,0,1,0,0,1,0,1,0,0
5163,195566,1199,75,3.4,400000,11,0,0,0,0,1,1,0,0,0,1,0,0
5164,151000,1422,75,3.6,366950,7,0,0,0,0,1,1,0,0,0,1,0,0
5165,6500,999,80,5.1,580000,1,0,0,0,0,1,1,0,0,1,0,0,0
5166,160000,1598,90,4.3,440000,10,0,0,0,0,1,0,0,1,0,1,0,0
5167,155000,1390,85,5.8,365000,13,0,0,0,0,1,0,0,1,1,0,0,0
5168,246000,1422,75,4.5,240000,18,0,0,0,0,1,1,0,0,0,1,0,0
5169,306000,1422,70,4.7,225000,16,0,0,0,0,1,1,0,0,0,1,0,0
5170,128000,1197,90,4.7,485000,8,0,0,0,0,1,1,0,0,1,0,0,0
5171,215000,1390,75,7.4,285000,20,0,0,0,0,1,0,1,0,0,0,0,1
5172,280000,1422,75,4.5,210000,19,0,0,0,0,1,1,0,0,0,1,0,0
5173,234800,1422,75,3.6,354250,6,0,0,0,0,1,1,0,0,0,1,0,0
5174,245000,1598,75,6.9,159500,25,0,0,0,0,1,1,0,0,0,0,0,1
5175,52000,1595,100,7.4,168000,25,0,0,0,0,1,1,0,0,0,0,0,1
5176,217000,1390,75,6.4,220000,22,0,0,0,0,1,1,0,0,0,0,0,1
5177,110000,1197,90,4.7,430000,8,0,0,0,0,1,1,0,0,1,0,0,0
5178,73000,1598,90,4.3,465000,9,0,0,0,0,1,0,0,1,0,1,0,0
5179,76000,1598,80,3.8,530000,6,0,0,0,0,1,1,0,0,0,1,0,0
5180,186000,1390,75,7.5,220000,23,0,0,0,0,1,0,1,0,1,0,0,0
5181,103500,1197,90,4.7,528000,8,0,0,0,0,1,0,0,1,1,0,0,0
5182,226000,1598,105,4.2,371000,13,0,0,0,0,1,1,0,0,0,1,0,0
5183,75000,1390,85,5.8,450000,10,0,0,0,0,1,0,0,1,1,0,0,0
5184,226000,1422,75,3.6,321000,9,0,0,0,0,1,1,0,0,0,1,0,0
5185,194000,1390,75,7.4,240000,19,0,0,0,0,1,0,1,0,1,0,0,0
5186,135000,1598,90,4.3,455000,11,0,0,0,0,1,0,0,1,0,1,0,0
5187,165000,1598,90,4.2,420000,10,0,0,0,0,1,1,0,0,0,1,0,0
5188,97000,1390,75,7.4,290000,19,0,0,0,0,1,0,1,0,0,0,0,1
5189,196000,1598,90,4.2,340000,10,0,0,0,0,1,1,0,0,0,1,0,0
5190,260000,1390,75,6.4,262500,19,0,0,0,0,1,1,0,0,0,0,0,1
5191,12000,1598,95,3.9,730000,5,0,0,0,0,1,0,0,1,0,1,0,0
5192,169000,1390,75,6.6,296000,17,0,0,0,0,1,1,0,0,1,0,0,0
5193,192000,1199,75,3.8,265000,11,0,0,0,0,1,1,0,0,0,1,0,0
5194,53500,1390,85,5.8,475000,11,0,0,0,0,1,0,0,1,1,0,0,0
5195,107000,1199,75,3.8,340000,9,0,0,0,0,1,1,0,0,0,1,0,0
5196,6500,999,95,5.0,860000,1,0,0,0,0,1,0,0,1,1,0,0,0
5197,7000,999,95,5.0,795000,1,0,0,0,0,1,0,0,1,1,0,0,0
5198,238000,1422,75,4.5,231000,19,0,0,0,0,1,1,0,0,0,1,0,0
5199,83000,1197,90,4.7,499000,6,0,0,0,0,1,0,0,1,1,0,0,0
5200,224000,1390,85,5.9,335000,13,0,0,0,0,1,1,0,0,0,0,0,1
5201,306000,1199,75,3.8,290000,9,0,0,0,0,1,1,0,0,0,1,0,0
5202,400000,1422,70,4.5,225000,14,0,0,0,0,1,1,0,0,0,1,0,0
5203,175000,1390,100,6.7,210000,22,0,0,0,0,1,1,0,0,1,0,0,0
5204,185000,1199,75,3.8,355000,10,0,0,0,0,1,1,0,0,0,1,0,0
5205,170600,1422,90,3.4,367500,9,0,0,0,0,1,1,0,0,0,1,0,0
5206,128000,1199,75,3.8,300000,10,0,0,0,0,1,1,0,0,0,1,0,0
5207,63000,1422,90,3.4,455000,9,0,0,0,0,1,1,0,0,0,1,0,0
5208,290000,1390,100,6.9,215000,19,0,0,0,0,1,1,0,0,0,0,0,1
5209,119000,999,75,5.1,378000,8,0,0,0,0,1,1,0,0,1,0,0,0
5210,205000,1199,75,3.8,284000,12,0,0,0,0,1,1,0,0,0,1,0,0
5211,195000,1199,75,3.8,335000,11,0,0,0,0,1,1,0,0,0,1,0,0
5212,106000,999,75,5.1,367000,9,0,0,0,0,1,1,0,0,1,0,0,0
5213,167000,1390,75,6.6,295000,18,0,0,0,0,1,1,0,0,0,0,0,1
5214,69560,1422,90,3.5,560000,7,0,0,0,0,1,0,0,1,0,1,0,0
5215,72000,1422,75,3.6,450000,6,0,0,0,0,1,1,0,0,0,1,0,0
5216,286000,1390,100,6.7,157500,23,0,0,0,0,1,1,0,0,0,0,0,1
5217,65000,1422,70,4.5,311000,14,0,0,0,0,1,1,0,0,0,1,0,0
5218,148000,1390,75,6.4,203000,21,0,0,0,0,1,1,0,0,1,0,0,0
5219,380000,1595,100,7.4,135000,25,0,0,0,0,1,1,0,0,0,0,0,1
5220,171000,1390,75,7.7,310000,17,0,0,0,0,1,0,1,0,0,0,0,1
5221,80000,1422,90,3.4,455000,8,0,0,0,0,1,1,0,0,0,1,0,0
5222,321000,1598,75,6.9,128000,24,0,0,0,0,1,1,0,0,0,0,0,1
5223,175000,1598,90,4.3,395000,11,0,0,0,0,1,0,0,1,0,1,0,0
5224,56000,999,95,4.6,632000,5,0,0,0,0,1,0,0,1,1,0,0,0
5225,52000,1390,85,5.9,449999,10,0,0,0,0,1,1,0,0,1,0,0,0
5226,132600,1390,85,5.9,392500,10,0,0,0,0,1,1,0,0,1,0,0,0
5227,66000,999,75,4.7,485000,6,0,0,0,0,1,1,0,0,1,0,0,0
5228,297000,1595,100,7.4,140000,26,0,0,0,0,1,1,0,0,0,0,0,1
5229,77000,1422,90,3.5,545000,6,0,0,0,0,1,0,0,1,0,1,0,0
5230,38300,1197,90,4.7,515000,7,0,0,0,0,1,1,0,0,1,0,0,0
5231,189000,1199,75,3.8,340000,10,0,0,0,0,1,1,0,0,0,1,0,0
5232,209000,1595,100,8.3,205000,24,0,0,0,0,1,0,1,0,1,0,0,0
5233,237000,1598,75,6.9,140000,27,0,0,0,0,1,1,0,0,0,0,0,1
5234,204000,1199,75,3.8,317000,11,0,0,0,0,1,1,0,0,0,1,0,0
5235,142000,1198,70,5.5,327999,12,0,0,0,0,1,1,0,0,1,0,0,0
5236,37500,1595,100,7.4,220000,26,0,0,0,0,1,1,0,0,1,0,0,0
5237,118000,999,95,4.6,625000,6,0,0,0,0,1,0,0,1,1,0,0,0
5238,144000,1422,75,3.6,375000,8,0,0,0,0,1,1,0,0,0,1,0,0
5239,200000,1390,80,6.9,282000,15,0,0,0,0,1,0,1,0,0,0,0,1
5240,272000,1598,90,4.2,314850,12,0,0,0,0,1,1,0,0,0,1,0,0
5241,103000,1390,80,6.4,259000,15,0,0,0,0,1,1,0,0,1,0,0,0
5242,219000,1598,90,4.3,350000,12,0,0,0,0,1,0,0,1,0,1,0,0
5243,148000,1422,75,3.6,390000,8,0,0,0,0,1,1,0,0,0,1,0,0
5244,33500,999,75,4.7,485000,5,0,0,0,0,1,1,0,0,1,0,0,0
5245,61500,1197,90,4.7,465000,8,0,0,0,0,1,1,0,0,1,0,0,0
5246,108000,1390,85,5.9,350000,10,0,0,0,0,1,1,0,0,1,0,0,0
5247,138000,1197,90,4.7,400000,8,0,0,0,0,1,1,0,0,1,0,0,0
5248,232500,1595,100,7.4,150000,26,0,0,0,0,1,1,0,0,0,0,0,1
5249,283000,1390,85,5.9,305000,13,0,0,0,0,1,1,0,0,0,0,0,1
5250,237000,1422,75,3.6,329000,9,0,0,0,0,1,1,0,0,0,1,0,0
5251,158000,1390,75,7.7,340000,16,0,0,0,0,1,0,1,0,1,0,0,0
5252,125000,1598,105,4.2,410000,12,0,0,0,0,1,1,0,0,0,1,0,0
5253,114600,1422,75,3.6,385000,8,0,0,0,0,1,1,0,0,0,1,0,0
5254,220000,1598,90,4.3,349900,11,0,0,0,0,1,0,0,1,0,1,0,0
5255,195000,1422,90,3.4,273500,9,0,0,0,0,1,1,0,0,0,1,0,0
5256,156000,1390,85,5.9,435000,10,0,0,0,0,1,1,0,0,0,0,0,1
5257,227000,1598,90,4.2,330000,12,0,0,0,0,1,1,0,0,0,1,0,0
5258,161750,999,75,5.1,392000,7,0,0,0,0,1,1,0,0,1,0,0,0
5259,28000,999,95,4.6,737000,3,0,0,0,0,1,0,1,0,1,0,0,0
5260,209000,1390,75,6.4,180000,22,0,0,0,0,1,1,0,0,1,0,0,0
5261,281700,1598,90,4.2,280000,12,0,0,0,0,1,1,0,0,0,1,0,0
5262,281000,1598,75,8.6,205000,23,0,0,0,0,1,0,1,0,0,0,0,1
5263,296000,1422,75,4.5,169000,22,0,0,0,0,1,1,0,0,0,1,0,0
5264,119630,1197,90,4.7,435000,8,0,0,0,0,1,0,0,1,1,0,0,0
5265,211000,1422,75,4.5,141000,22,0,0,0,0,1,1,0,0,0,1,0,0
5266,224000,1390,75,7.7,265000,17,0,0,0,0,1,0,1,0,0,0,0,1
5267,121000,1422,75,4.5,243000,20,0,0,0,0,1,1,0,0,0,1,0,0
5268,257000,1595,100,8.5,174999,24,0,0,0,0,1,0,1,0,0,0,0,1
5269,128700,1197,90,4.7,423500,8,0,0,0,0,1,1,0,0,1,0,0,0
5270,166500,1199,75,3.4,342500,11,0,0,0,0,1,1,0,0,0,1,0,0
5271,172000,1595,100,7.4,163000,26,0,0,0,0,1,1,0,0,0,0,0,1
5272,183000,1390,85,5.9,335000,13,0,0,0,0,1,1,0,0,0,0,0,1
5273,92000,999,95,4.4,548000,5,0,0,0,0,1,1,0,0,1,0,0,0
5274,321200,1390,75,6.4,219500,20,0,0,0,0,1,1,0,0,0,0,0,1
5275,282000,1598,75,6.9,142000,25,0,0,0,0,1,1,0,0,0,0,0,1
5276,61000,1197,90,4.7,465000,6,0,0,0,0,1,1,0,0,1,0,0,0
5277,74000,1422,90,3.5,530000,6,0,0,0,0,1,0,0,1,0,1,0,0
5278,140000,1390,85,5.9,323000,13,0,0,0,0,1,1,0,0,1,0,0,0
5279,323000,1199,75,3.8,303000,10,0,0,0,0,1,1,0,0,0,1,0,0
5280,195000,1199,75,3.8,311900,10,0,0,0,0,1,1,0,0,0,1,0,0
5281,143000,1390,75,6.2,210000,22,0,0,0,0,1,1,0,0,1,0,0,0
5282,186000,1390,75,6.4,225000,19,0,0,0,0,1,1,0,0,0,0,0,1
5283,240000,1598,75,6.9,165000,27,0,0,0,0,1,1,0,0,0,0,0,1
5284,1800,999,95,5.0,750000,2,0,0,0,0,1,0,0,1,1,0,0,0
5285,57000,999,80,4.8,485000,4,0,0,0,0,1,1,0,0,1,0,0,0
5286,117000,1197,90,4.7,530000,6,0,0,0,0,1,0,0,1,1,0,0,0
5287,258000,1595,100,7.4,155000,25,0,0,0,0,1,1,0,0,0,0,0,1
5288,210000,1422,90,3.5,475000,7,0,0,0,0,1,0,0,1,0,1,0,0
5289,1300,999,95,5.0,812000,1,0,0,0,0,1,0,0,1,1,0,0,0
5290,92500,1422,90,3.4,470000,7,0,0,0,0,1,1,0,0,0,1,0,0
5291,175500,1595,100,7.4,175000,24,0,0,0,0,1,1,0,0,0,0,0,1
5292,365000,1422,75,4.4,170000,22,0,0,0,0,1,1,0,0,0,1,0,0
5293,104000,1197,90,4.7,465000,6,0,0,0,0,1,1,0,0,1,0,0,0
5294,158862,1422,90,3.5,479750,8,0,0,0,0,1,0,0,1,0,1,0,0
5295,184000,1199,75,3.8,295000,10,0,0,0,0,1,1,0,0,0,1,0,0
5296,243750,1598,75,6.9,137500,24,0,0,0,0,1,1,0,0,0,0,0,1
5297,241000,1896,90,5.0,122000,23,0,0,0,0,1,1,0,0,0,1,0,0
5298,245000,1390,100,6.9,185000,21,0,0,0,0,1,1,0,0,0,0,0,1
5299,239000,1197,90,4.7,475000,8,0,0,0,0,1,0,1,0,1,0,0,0
5300,130000,1390,80,6.3,445000,11,0,0,0,0,1,1,0,0,0,0,0,1
5301,204000,1422,75,3.6,389000,8,0,0,0,0,1,1,0,0,0,1,0,0
5302,160600,1390,75,7.7,341000,17,0,0,0,0,1,0,1,0,0,0,0,1
5303,248000,1598,75,6.9,155000,25,0,0,0,0,1,1,0,0,0,0,0,1
5304,278000,1598,75,6.9,160000,25,0,0,0,0,1,1,0,0,0,0,0,1
5305,154000,1422,90,3.5,500000,7,0,0,0,0,1,0,0,1,0,1,0,0
5306,216000,1199,75,3.8,283500,11,0,0,0,0,1,1,0,0,0,1,0,0
5307,176000,1199,75,3.8,340000,9,0,0,0,0,1,1,0,0,0,1,0,0
5308,88600,1390,80,6.9,420000,12,0,0,0,0,1,0,1,0,1,0,0,0
5309,217000,1595,100,7.4,150000,25,0,0,0,0,1,1,0,0,1,0,0,0
5310,247800,1390,60,6.1,127500,25,0,0,0,0,1,1,0,0,0,0,0,1
5311,88000,999,95,4.6,615000,6,0,0,0,0,1,0,0,1,1,0,0,0
5312,139000,1390,85,5.9,377500,9,0,0,0,0,1,1,0,0,0,0,0,1
5313,83000,999,95,4.6,635000,6,0,0,0,0,1,0,0,1,1,0,0,0
5314,177500,1390,75,6.4,268000,21,0,0,0,0,1,1,0,0,0,0,0,1
5315,6550,999,95,5.0,750000,2,0,0,0,0,1,0,0,1,1,0,0,0
5316,58000,1390,85,5.9,398500,10,0,0,0,0,1,1,0,0,1,0,0,0
5317,294000,1598,75,6.9,170000,23,0,0,0,0,1,1,0,0,0,0,0,1
5318,118000,1197,90,4.7,545000,6,0,0,0,0,1,0,0,1,1,0,0,0
5319,166000,1199,75,3.8,258000,10,0,0,0,0,1,1,0,0,0,1,0,0
5320,265000,1595,100,7.4,165000,25,0,0,0,0,1,1,0,0,0,0,0,1
5321,229000,1598,75,6.9,164000,24,0,0,0,0,1,1,0,0,0,0,0,1
5322,143000,1390,85,5.8,313000,11,0,0,0,0,1,0,0,1,1,0,0,0
5323,251000,1199,75,3.8,247000,11,0,0,0,0,1,1,0,0,0,1,0,0
5324,296000,1595,100,7.9,207000,23,0,0,0,0,1,1,0,0,0,0,0,1
5325,211000,1422,90,3.5,385000,7,0,0,0,0,1,0,0,1,0,1,0,0
5326,76000,1197,90,4.7,435000,7,0,0,0,0,1,0,0,1,1,0,0,0
5327,168000,1390,85,5.8,355000,9,0,0,0,0,1,0,0,1,0,0,0,1
5328,100000,1390,85,5.9,435000,10,0,0,0,0,1,1,0,0,0,0,0,1
5329,167000,1422,75,3.6,350000,8,0,0,0,0,1,1,0,0,0,1,0,0
5330,192000,1390,75,7.7,342000,17,0,0,0,0,1,0,1,0,0,0,0,1
5331,210000,1390,80,6.3,315000,15,0,0,0,0,1,1,0,0,0,0,0,1
5332,228000,1390,75,6.4,230000,20,0,0,0,0,1,1,0,0,0,0,0,1
5333,64000,1598,95,3.8,515000,6,0,0,0,0,1,1,0,0,0,1,0,0
5334,54000,1197,90,4.7,465000,7,0,0,0,0,1,1,0,0,1,0,0,0
5335,101000,999,75,4.7,418000,6,0,0,0,0,1,1,0,0,1,0,0,0
5336,252000,1390,100,6.9,188000,21,0,0,0,0,1,1,0,0,0,0,0,1
5337,211000,1390,75,6.2,209500,22,0,0,0,0,1,1,0,0,0,0,0,1
5338,234000,1595,100,7.4,160000,26,0,0,0,0,1,1,0,0,0,0,0,1
5339,133000,1390,85,5.9,285000,11,0,0,0,0,1,1,0,0,0,0,0,1
5340,103000,1198,70,5.5,375000,9,0,0,0,0,1,1,0,0,1,0,0,0
5341,246000,1422,75,4.4,200000,22,0,0,0,0,1,1,0,0,0,1,0,0
5342,187500,1595,100,7.9,163000,22,0,0,0,0,1,1,0,0,0,0,0,1
5343,160000,1390,85,5.9,325000,11,0,0,0,0,1,1,0,0,0,0,0,1
5344,285000,1598,75,6.9,155000,23,0,0,0,0,1,1,0,0,0,0,0,1
5345,41000,1598,95,3.9,635000,5,0,0,0,0,1,0,0,1,0,1,0,0
5346,132500,1598,95,3.9,630500,4,0,0,0,0,1,0,0,1,0,1,0,0
5347,192000,1595,100,7.4,177000,26,0,0,0,0,1,1,0,0,0,0,0,1
5348,178000,1422,75,3.6,365000,8,0,0,0,0,1,1,0,0,0,1,0,0
5349,150000,1598,90,4.2,410000,11,0,0,0,0,1,1,0,0,0,1,0,0
5350,220000,1199,75,3.8,295900,9,0,0,0,0,1,1,0,0,0,1,0,0
5351,255000,1390,75,6.4,215000,18,0,0,0,0,1,1,0,0,0,0,0,1
5352,79900,999,95,4.6,625000,6,0,0,0,0,1,0,0,1,1,0,0,0
5353,199000,1595,100,8.3,165500,25,0,0,0,0,1,0,1,0,0,0,0,1
5354,153000,1199,75,3.8,377499,10,0,0,0,0,1,1,0,0,0,1,0,0
5355,254000,1422,90,3.4,340000,8,0,0,0,0,1,1,0,0,0,1,0,0
5356,241500,1598,75,6.9,145000,26,0,0,0,0,1,1,0,0,1,0,0,0
5357,495000,1422,75,4.5,175000,20,0,0,0,0,1,1,0,0,0,1,0,0
5358,265000,1598,90,4.2,275000,13,0,0,0,0,1,1,0,0,0,1,0,0
5359,112000,1598,80,3.8,510000,5,0,0,0,0,1,1,0,0,0,1,0,0
5360,201000,1598,105,4.2,418000,11,0,0,0,0,1,1,0,0,0,1,0,0
5361,12800,999,95,4.6,745000,3,0,0,0,0,1,0,0,1,1,0,0,0
5362,208000,1598,75,6.9,142000,23,0,0,0,0,1,1,0,0,0,0,0,1
5363,165000,1390,85,5.9,340000,12,0,0,0,0,1,1,0,0,0,0,0,1
5364,142300,1390,75,6.4,249000,19,0,0,0,0,1,1,0,0,0,0,0,1
5365,228000,1422,75,4.5,217000,19,0,0,0,0,1,1,0,0,0,1,0,0
5366,234350,1390,85,5.9,385000,11,0,0,0,0,1,1,0,0,1,0,0,0
5367,229000,1598,90,4.2,310000,12,0,0,0,0,1,1,0,0,0,1,0,0
5368,145000,999,75,5.1,375000,9,0,0,0,0,1,1,0,0,1,0,0,0
5369,179000,1390,75,6.2,195000,21,0,0,0,0,1,1,0,0,1,0,0,0
5370,160000,1598,90,4.3,395000,12,0,0,0,0,1,0,0,1,0,1,0,0
5371,267777,1390,75,6.4,230000,21,0,0,0,0,1,1,0,0,0,0,0,1
5372,195000,1598,90,4.2,275000,10,0,0,0,0,1,1,0,0,0,1,0,0
5373,260000,1598,75,6.9,152000,24,0,0,0,0,1,1,0,0,0,0,0,1
5374,238500,1390,75,6.4,255000,19,0,0,0,0,1,1,0,0,0,0,0,1
5375,300000,1422,80,4.6,225000,17,0,0,0,0,1,1,0,0,0,1,0,0
5376,128126,1598,75,7.1,193000,25,0,0,0,0,1,1,0,0,0,0,0,1
5377,164000,1598,90,4.2,430000,11,0,0,0,0,1,1,0,0,0,1,0,0
5378,295000,1422,75,4.5,177500,16,0,0,0,0,1,1,0,0,0,1,0,0
5379,248000,1595,100,7.4,163000,25,0,0,0,0,1,1,0,0,0,0,0,1
5380,217000,1390,75,6.4,230000,19,0,0,0,0,1,1,0,0,0,0,0,1
5381,138750,1390,75,7.7,325000,16,0,0,0,0,1,0,1,0,0,0,0,1
5382,257000,1390,100,6.7,195000,22,0,0,0,0,1,1,0,0,0,0,0,1
5383,160000,1390,80,6.4,273500,17,0,0,0,0,1,1,0,0,0,0,0,1
5384,298000,1598,75,6.9,146000,27,0,0,0,0,1,1,0,0,0,0,0,1
5385,194300,1598,75,6.9,205000,23,0,0,0,0,1,1,0,0,0,0,0,1
5386,90000,1598,95,3.9,675000,4,0,0,0,0,1,0,0,1,0,1,0,0
5387,148000,1422,90,3.4,410000,9,0,0,0,0,1,1,0,0,0,1,0,0
5388,220000,1598,75,6.9,165000,23,0,0,0,0,1,1,0,0,1,0,0,0
5389,287500,1390,85,5.9,378500,10,0,0,0,0,1,1,0,0,0,0,0,1
5390,242000,1422,70,4.5,268500,16,0,0,0,0,1,1,0,0,0,1,0,0
5391,230000,1390,75,7.7,300000,18,0,0,0,0,1,0,1,0,0,0,0,1
5392,82000,1598,95,3.9,680000,5,0,0,0,0,1,0,0,1,0,1,0,0
5393,217000,1595,100,7.4,140000,26,0,0,0,0,1,1,0,0,0,0,0,1
5394,257000,1390,75,6.2,168000,21,0,0,0,0,1,1,0,0,0,0,0,1
5395,296000,1390,100,6.7,205000,23,0,0,0,0,1,1,0,0,0,0,0,1
5396,248000,1595,100,7.4,169000,23,0,0,0,0,1,1,0,0,0,0,0,1
5397,65450,1422,90,3.5,604000,7,0,0,0,0,1,0,0,1,0,1,0,0
5398,114000,1199,75,3.8,375000,11,0,0,0,0,1,1,0,0,0,1,0,0
5399,224000,1598,75,8.6,172000,24,0,0,0,0,1,0,1,0,0,0,0,1
5400,133000,1598,80,3.8,490000,5,0,0,0,0,1,1,0,0,0,1,0,0
5401,248000,1390,100,6.9,240000,19,0,0,0,0,1,1,0,0,0,0,0,1
5402,203000,1595,100,7.9,205000,23,0,0,0,0,1,1,0,0,0,0,0,1
5403,203000,1595,100,7.9,205000,23,0,0,0,0,1,1,0,0,0,0,0,1
5404,83000,1422,90,3.5,467000,7,0,0,0,0,1,0,0,1,0,1,0,0
